epoch,x,y,z
0,0,0,0
1534717520165,-1.61279296875,-2.6103515625,-0.0986328125
1534717520196,-2.2529296875,-3.0859375,0.36279296875
1534717520209,-3.15673828125,-3.3935546875,1.8095703125
1534717520225,-3.08544921875,-3.91650390625,3.14892578125
1534717520255,-2.12255859375,-6.177734375,3.8505859375
1534717520270,-1.1259765625,-7.78125,5.09423828125
1534717520285,-1.06591796875,-5.92578125,4.49072265625
1534717520315,-1.72412109375,-4.263671875,2.2392578125
1534717520330,-1.38525390625,-3.9892578125,1.3427734375
1534717520360,-1.35888671875,-3.07763671875,0.73193359375
1534717520375,-1.4873046875,-2.625,0.0185546875
1534717520390,-1.4619140625,-2.71044921875,-0.455078125
1534717520420,-1.20751953125,-2.75634765625,-0.56494140625
1534717520435,-1.08203125,-2.7841796875,-0.66259765625
1534717520450,-1.18017578125,-2.97509765625,-0.6220703125
1534717520480,-1.2275390625,-3.13037109375,-0.61962890625
1534717520495,-1.34326171875,-3.193359375,-0.86767578125
1534717520510,-1.25830078125,-3.1435546875,-0.853515625
1534717520540,-1.20166015625,-3.2734375,-0.591796875
1534717520555,-1.16015625,-3.49365234375,-0.59912109375
1534717520585,-1.23583984375,-3.35986328125,-0.5869140625
1534717520600,-1.4443359375,-2.93505859375,-0.423828125
1534717520615,-0.64404296875,-2.7568359375,-0.22265625
1534717520646,1.25,-2.3583984375,0.00341796875
1534717520660,2.8017578125,-2.14990234375,-0.14208984375
1534717520675,4.47314453125,-1.953125,0.1064453125
1534717520705,6.64453125,-1.58740234375,0.42236328125
1534717520720,6.96435546875,-1.59228515625,0.22607421875
1534717520735,5.98583984375,-1.28076171875,0.1796875
1534717520765,4.12060546875,-1.169921875,0.07763671875
1534717520780,2.14013671875,-1.74560546875,-0.1572265625
1534717520810,0.513671875,-2.42236328125,-0.3720703125
1534717520825,-1.09033203125,-2.81787109375,-0.375
1534717520840,-1.69921875,-2.61328125,-0.33740234375
1534717520885,-1.51806640625,-2.55908203125,-0.63720703125
1534717520885,-1.505859375,-2.65234375,-0.7451171875
1534717520900,-1.3515625,-2.45654296875,-0.62353515625
1534717520930,-1.1103515625,-2.39794921875,-0.61962890625
1534717520945,-1.11767578125,-2.4951171875,-0.61669921875
1534717520959,-1.2685546875,-2.40087890625,-0.61962890625
1534717520990,-1.30517578125,-2.31298828125,-0.68603515625
1534717521005,-1.28173828125,-2.27099609375,-0.7138671875
1534717521035,-1.37255859375,-2.15380859375,-0.673828125
1534717521050,-1.56884765625,-2.01220703125,-0.4873046875
1534717521065,-1.4541015625,-2.11181640625,-0.35009765625
1534717521094,-1.18701171875,-2.90380859375,-0.46435546875
0,0,0,0
1534717521109,-1.98828125,-3.43017578125,0.14208984375
1534717521125,-2.7744140625,-3.39794921875,1.2890625
1534717521155,-2.4375,-4.1064453125,2.671875
1534717521170,-2.23388671875,-5.66259765625,3.8369140625
1534717521185,-1.375,-7.76416015625,5.50244140625
1534717521215,-1.91357421875,-5.91259765625,4.69482421875
1534717521230,-2.13232421875,-4.00244140625,1.861328125
1534717521260,-0.70361328125,-3.80810546875,1.79541015625
1534717521275,-1.56103515625,-3.1279296875,1.533203125
1534717521289,-2.1513671875,-2.8330078125,0.49462890625
1534717521320,-1.75634765625,-2.9990234375,-0.23388671875
1534717521335,-1.1337890625,-3.36865234375,-0.62109375
1534717521350,-0.74462890625,-3.6611328125,-0.77587890625
1534717521380,-0.76123046875,-3.599609375,-0.70361328125
1534717521395,-1.11376953125,-3.60302734375,-0.56884765625
1534717521410,-1.34521484375,-3.73193359375,-0.701171875
1534717521440,-1.37109375,-3.78564453125,-0.8876953125
1534717521455,-0.98193359375,-3.81884765625,-0.9521484375
1534717521485,-0.77197265625,-3.81787109375,-0.75390625
1534717521500,-0.63623046875,-3.59033203125,-0.81201171875
1534717521515,-0.43310546875,-2.98095703125,-0.751953125
1534717521546,0.2080078125,-2.54296875,-0.7958984375
1534717521560,1.38232421875,-2.3388671875,-0.94921875
1534717521575,2.345703125,-1.7529296875,-0.6513671875
1534717521606,3.65576171875,-1.31591796875,-0.48974609375
1534717521620,6.26611328125,-1.306640625,-0.3837890625
1534717521650,7.43017578125,-0.8310546875,-0.16259765625
1534717521665,6.84130859375,-0.29345703125,0.01123046875
1534717521680,4.72265625,-0.76806640625,-0.095703125
1534717521710,2.57275390625,-1.61572265625,-0.23583984375
1534717521725,0.8701171875,-2.57568359375,-0.390625
1534717521739,-0.853515625,-3.08642578125,-0.49365234375
1534717521770,-1.59814453125,-2.8369140625,-0.46435546875
1534717521785,-1.24609375,-2.7705078125,-0.58935546875
1534717521800,-1.24853515625,-2.8779296875,-0.65234375
1534717521830,-1.1640625,-2.81005859375,-0.81640625
1534717521846,-1.0390625,-2.666015625,-0.87890625
1534717521875,-1.12060546875,-2.7197265625,-0.9130859375
1534717521890,-1.3466796875,-2.591796875,-0.79296875
1534717521905,-1.40869140625,-2.4111328125,-0.69921875
1534717521935,-1.333984375,-2.29443359375,-0.654296875
1534717521950,-1.2568359375,-2.2822265625,-0.61376953125
1534717521965,-1.33251953125,-2.27001953125,-0.4609375
1534717521994,-1.318359375,-2.3154296875,-0.46533203125
0,0,0,0
1534717522009,-1.35888671875,-2.77880859375,-0.42919921875
1534717522025,-2.17919921875,-3.39599609375,0.216796875
1534717522055,-2.81396484375,-3.353515625,1.5107421875
1534717522070,-2.07373046875,-4.0546875,2.67626953125
1534717522099,-1.68798828125,-6.14501953125,5.17041015625
1534717522115,0.92138671875,-8.0908203125,8.1611328125
1534717522130,-2.236328125,-5.02197265625,3.07958984375
1534717522160,-0.64453125,-4.34423828125,0.8310546875
1534717522175,0.86767578125,-3.37646484375,1.853515625
1534717522190,-2.279296875,-2.18115234375,1.037109375
1534717522220,-1.79345703125,-1.849609375,0.64794921875
1534717522235,-1.1123046875,-2.1181640625,0.34423828125
1534717522249,-1.3349609375,-2.365234375,0.05419921875
1534717522280,-1.23779296875,-2.81982421875,-0.3125
1534717522295,-1.02880859375,-3.02294921875,-0.52294921875
1534717522325,-1.0341796875,-3.10400390625,-0.44677734375
1534717522340,-1.1943359375,-3.31787109375,-0.3251953125
1534717522355,-1.09912109375,-3.38232421875,-0.279296875
1534717522385,-0.99072265625,-3.32666015625,-0.30419921875
1534717522399,-1.021484375,-3.42724609375,-0.46484375
1534717522415,-1.08447265625,-3.41064453125,-0.62451171875
1534717522446,-1.03857421875,-3.06884765625,-0.56787109375
1534717522459,-0.6357421875,-2.7958984375,-0.59130859375
1534717522475,0.86083984375,-2.44482421875,-0.9052734375
1534717522505,2.6396484375,-1.54833984375,-1.3232421875
1534717522520,3.35595703125,-0.76123046875,-1.49462890625
1534717522549,5.34423828125,-0.87939453125,-1.43701171875
1534717522564,6.31689453125,-1.12109375,-1.818359375
1534717522580,5.7783203125,-0.57177734375,-1.64599609375
1534717522610,4.103515625,-0.62744140625,-1.08251953125
1534717522625,2.4130859375,-1.349609375,-0.63330078125
1534717522640,0.7958984375,-2.1240234375,-0.4501953125
1534717522670,-0.8359375,-2.9658203125,-0.2734375
1534717522685,-1.71044921875,-2.8681640625,0.056640625
1534717522700,-1.68505859375,-2.57763671875,-0.0947265625
1534717522730,-1.50634765625,-2.4560546875,-0.16357421875
1534717522745,-1.37255859375,-2.35205078125,-0.31494140625
1534717522775,-1.359375,-2.15283203125,-0.3095703125
1534717522790,-1.3583984375,-2.22314453125,-0.2216796875
1534717522807,-1.556640625,-2.24169921875,-0.26611328125
1534717522835,-1.2880859375,-2.1708984375,-0.3896484375
1534717522849,-0.86376953125,-2.10302734375,-0.4091796875
1534717522865,-0.73046875,-2.0205078125,-0.2646484375
1534717522895,-0.91552734375,-1.94873046875,-0.11572265625
0,0,0,0
1534717522910,-1.09326171875,-1.9638671875,-0.13134765625
1534717522925,-1.34521484375,-2.1318359375,0.08251953125
1534717522955,-1.54638671875,-2.361328125,0.75830078125
1534717522969,-1.6455078125,-2.8544921875,1.40185546875
1534717522999,-1.939453125,-3.87109375,2.6328125
1534717523015,-1.4521484375,-5.00146484375,4.14990234375
1534717523030,0.35400390625,-7.4716796875,5.794921875
1534717523060,-2.01416015625,-6.4140625,3.84716796875
1534717523075,-2.96875,-4.15283203125,0.73974609375
1534717523090,1.18408203125,-3.66357421875,1.478515625
1534717523120,-0.9560546875,-2.94189453125,0.91357421875
1534717523135,-2.69384765625,-1.8720703125,0.240234375
1534717523164,-1.65869140625,-1.7275390625,0.02490234375
1534717523180,-1.4033203125,-1.9658203125,-0.361328125
1534717523195,-1.38671875,-2.3583984375,-0.53271484375
1534717523225,-0.98388671875,-2.7158203125,-0.5419921875
1534717523240,-0.74169921875,-2.81787109375,-0.41357421875
1534717523255,-0.93212890625,-2.81982421875,-0.330078125
1534717523285,-1.05810546875,-2.9169921875,-0.33056640625
1534717523299,-1.2041015625,-3.14306640625,-0.39453125
1534717523314,-1.06787109375,-3.47705078125,-0.4765625
1534717523344,-0.83837890625,-3.43212890625,-0.359375
1534717523360,-0.896484375,-3.294921875,-0.291015625
1534717523390,-0.759765625,-2.97216796875,-0.2919921875
1534717523405,-0.50244140625,-2.52587890625,-0.28955078125
1534717523420,0.34716796875,-2.06494140625,-0.05517578125
1534717523449,1.93359375,-1.42578125,0.38232421875
1534717523464,4.03369140625,-0.9287109375,0.44189453125
1534717523480,6.64111328125,-1.25537109375,0.4375
1534717523510,7.30517578125,-0.58203125,0.47607421875
1534717523525,5.458984375,-0.47314453125,0.4306640625
1534717523540,3.5986328125,-1.2119140625,0.25
1534717523569,2.01611328125,-1.5673828125,0.06494140625
1534717523585,0.62060546875,-1.94873046875,0.06591796875
1534717523614,-0.4775390625,-2.13671875,-0.091796875
1534717523630,-0.9521484375,-2.37158203125,-0.33154296875
1534717523645,-1.15478515625,-2.43310546875,-0.55517578125
1534717523675,-1.359375,-2.38037109375,-0.73095703125
1534717523689,-1.40869140625,-2.2880859375,-0.78173828125
1534717523705,-1.14208984375,-2.12744140625,-0.79833984375
1534717523735,-1.0400390625,-2.20263671875,-0.86474609375
1534717523749,-1.1201171875,-2.27587890625,-0.8349609375
1534717523764,-1.21337890625,-2.22705078125,-0.69970703125
1534717523794,-1.25244140625,-2.0751953125,-0.55078125
1534717523810,-1.361328125,-1.861328125,-0.3828125
1534717523840,-1.439453125,-1.6767578125,-0.32373046875
1534717523856,-1.263671875,-1.7626953125,-0.39990234375
0,0,0,0
1534717523870,-1.244140625,-2.21923828125,-0.35546875
1534717523899,-1.837890625,-2.7470703125,0.041015625
