,epoch,x,y,z
44,1.53471E+12,-1.744140625,-2.062011719,0.352050781
45,1.53471E+12,-2.070800781,-1.63671875,1.478515625
1,1.53471E+12,-2.323242188,-1.560546875,2.481445313
2,1.53471E+12,-2.682128906,-1.854492188,3.116210938
3,1.53471E+12,-3.973632813,-2.470703125,4.46875
4,1.53471E+12,-5.045898438,-2.982910156,5.638183594
5,1.53471E+12,-4.658203125,-3.481445313,4.505371094
6,1.53471E+12,-4.336425781,-3.982421875,2.853515625
7,1.53471E+12,-4.177246094,-3.283203125,1.981445313
8,1.53471E+12,-3.743164063,-2.094726563,1.331054688
9,1.53471E+12,-3.328613281,-1.620605469,0.84375
10,1.53471E+12,-2.849121094,-1.587890625,0.378417969
11,1.53471E+12,-2.376953125,-1.791992188,-0.002441406
12,1.53471E+12,-2.149414063,-1.919921875,-0.234375
13,1.53471E+12,-2.075683594,-1.9609375,-0.364746094
14,1.53471E+12,-2.076660156,-2.020019531,-0.4609375
15,1.53471E+12,-2.081542969,-2.144042969,-0.395507813
16,1.53471E+12,-2.193847656,-2.259765625,-0.325683594
17,1.53471E+12,-2.280273438,-2.299804688,-0.434082031
18,1.53471E+12,-2.314941406,-2.283203125,-0.523925781
19,1.53471E+12,-2.331054688,-2.210449219,-0.34765625
20,1.53471E+12,-2.403808594,-2.236328125,-0.106933594
21,1.53471E+12,-2.361328125,-2.345214844,-0.125488281
22,1.53471E+12,-2.142578125,-2.28125,-0.246582031
23,1.53471E+12,-1.621582031,-2.09765625,-0.208496094
24,1.53471E+12,-0.328125,-2.1953125,-0.592773438
25,1.53471E+12,1.811523438,-2.17578125,-1.447265625
26,1.53471E+12,3.437988281,-2.461425781,-1.94921875
27,1.53471E+12,4.819824219,-2.600097656,-3.594238281
28,1.53471E+12,5.846191406,-2.688476563,-4.939453125
29,1.53471E+12,4.733398438,-2.438964844,-4.132324219
30,1.53471E+12,3.262695313,-2.139160156,-2.94921875
31,1.53471E+12,0.895996094,-2.244140625,-1.711425781
32,1.53471E+12,-0.602050781,-2.323730469,-0.902832031
33,1.53471E+12,-2.090820313,-2.506347656,-0.815917969
34,1.53471E+12,-3.373046875,-2.400390625,-0.996582031
35,1.53471E+12,-3.577636719,-2.31640625,-0.738769531
36,1.53471E+12,-3.315429688,-2.133300781,-0.203613281
37,1.53471E+12,-2.958496094,-1.895507813,-0.020019531
38,1.53471E+12,-2.634277344,-1.731445313,-0.032714844
39,1.53471E+12,-2.299316406,-1.694824219,-0.103515625
40,1.53471E+12,-2.307128906,-1.845703125,-0.187011719
41,1.53471E+12,-2.198730469,-1.943359375,-0.08203125
42,1.53471E+12,-1.990722656,-1.900390625,0.039550781
43,1.53471E+12,-1.923339844,-1.8515625,0.158203125
44,1.53471E+12,-1.946777344,-1.704101563,0.457519531
45,1.53471E+12,-1.889160156,-1.282226563,1.015136719
46,1.53471E+12,-2.009765625,-1.005859375,1.736328125
1,1.53471E+12,-2.379882813,-1.458496094,2.740234375
2,1.53471E+12,-2.507324219,-2.971679688,3.974609375
3,1.53471E+12,-1.271484375,-4.583984375,5.492675781
4,1.53471E+12,-1.955566406,-5.509765625,7.161132813
5,1.53471E+12,-0.431640625,-5.153808594,5.662109375
6,1.53471E+12,-1.68359375,-3.513183594,2.961914063
7,1.53471E+12,-3.185058594,-3.431640625,2.209472656
8,1.53471E+12,-2.892578125,-2.656738281,1.865234375
9,1.53471E+12,-2.052734375,-2.041992188,1.582519531
10,1.53471E+12,-1.639160156,-1.690917969,1.191894531
11,1.53471E+12,-1.671875,-1.530761719,0.658203125
12,1.53471E+12,-1.705566406,-1.5546875,0.236816406
13,1.53471E+12,-1.721191406,-1.523925781,0.044921875
14,1.53471E+12,-1.670898438,-1.567871094,0.159667969
15,1.53471E+12,-1.728027344,-1.765136719,0.323730469
16,1.53471E+12,-1.841308594,-1.876464844,0.287109375
17,1.53471E+12,-2.004882813,-1.906738281,0.149902344
18,1.53471E+12,-2.106445313,-1.84765625,-0.051269531
19,1.53471E+12,-2.40234375,-1.769042969,-0.102050781
20,1.53471E+12,-2.298828125,-1.83984375,-0.062988281
21,1.53471E+12,-2.041992188,-1.95703125,-0.141113281
22,1.53471E+12,-1.765136719,-2.000976563,-0.432128906
23,1.53471E+12,-1.350097656,-1.97265625,-0.724121094
24,1.53471E+12,-0.048339844,-1.970214844,-1.458984375
25,1.53471E+12,1.770019531,-1.716796875,-2.047363281
26,1.53471E+12,3.161132813,-1.474609375,-1.87890625
27,1.53471E+12,4.529296875,-1.911621094,-3.409667969
28,1.53471E+12,6.564941406,-2.264648438,-4.547851563
29,1.53471E+12,5.958007813,-2.26171875,-4.127929688
30,1.53471E+12,3.854492188,-2.41015625,-2.40234375
31,1.53471E+12,1.875488281,-2.823242188,-1.177246094
32,1.53471E+12,-0.381347656,-3.5703125,-1.795410156
33,1.53471E+12,-3.404785156,-3.754394531,-2.430175781
34,1.53471E+12,-4.206542969,-3.192871094,-1.497070313
35,1.53471E+12,-3.671386719,-2.788085938,-0.55078125
36,1.53471E+12,-3.556640625,-2.312011719,-0.691894531
37,1.53471E+12,-3.259277344,-1.801757813,-1.150878906
38,1.53471E+12,-2.971679688,-1.647949219,-1.290039063
39,1.53471E+12,-2.625,-1.595703125,-1.0703125
40,1.53471E+12,-2.236328125,-1.56640625,-0.902832031
41,1.53471E+12,-2.185546875,-1.61328125,-0.799804688
42,1.53471E+12,-2.206542969,-1.624511719,-0.533203125
43,1.53471E+12,-1.949707031,-1.447265625,-0.072753906
44,1.53471E+12,-2.049804688,-1.3046875,0.903808594
1,1.53471E+12,-2.633789063,-1.302246094,1.739746094
2,1.53471E+12,-2.662597656,-1.950683594,2.092285156
3,1.53471E+12,-2.979980469,-2.957519531,3.357910156
4,1.53471E+12,-4.0078125,-3.020507813,4.853515625
5,1.53471E+12,-3.599609375,-3.054199219,4.708984375
6,1.53471E+12,-3.310058594,-3.729492188,3.790527344
7,1.53471E+12,-3.292480469,-3.556640625,2.696289063
8,1.53471E+12,-3.918945313,-3.434082031,1.54296875
9,1.53471E+12,-3.745605469,-2.682128906,1.071777344
10,1.53471E+12,-2.91015625,-1.924804688,1.010253906
11,1.53471E+12,-2.365234375,-1.536132813,0.655273438
12,1.53471E+12,-2.182617188,-1.404296875,0.129882813
13,1.53471E+12,-2.012695313,-1.506347656,-0.144042969
14,1.53471E+12,-1.778808594,-1.615234375,-0.259765625
15,1.53471E+12,-1.725097656,-1.740722656,-0.313964844
16,1.53471E+12,-1.853027344,-1.868164063,-0.30078125
17,1.53471E+12,-2.015625,-1.915527344,-0.33203125
18,1.53471E+12,-2.072265625,-1.879882813,-0.383789063
19,1.53471E+12,-2.213867188,-1.849609375,-0.420898438
20,1.53471E+12,-2.294921875,-1.891601563,-0.431640625
21,1.53471E+12,-2.288574219,-1.915039063,-0.395996094
22,1.53471E+12,-2.156738281,-1.911621094,-0.391601563
23,1.53471E+12,-1.916503906,-1.852539063,-0.477050781
24,1.53471E+12,-1.53515625,-1.825195313,-0.613769531
25,1.53471E+12,-0.104003906,-1.856445313,-0.797851563
26,1.53471E+12,1.629394531,-1.669433594,-0.937988281
27,1.53471E+12,2.812988281,-1.967285156,-1.339355469
28,1.53471E+12,5.416015625,-2.190429688,-3.290039063
29,1.53471E+12,5.981933594,-2.159179688,-4.274414063
30,1.53471E+12,5.085449219,-2.07421875,-3.366699219
31,1.53471E+12,3.315429688,-1.6796875,-2.200195313
32,1.53471E+12,1.148925781,-1.855957031,-1.213867188
33,1.53471E+12,-0.440429688,-2.194824219,-0.977050781
34,1.53471E+12,-2.458984375,-2.733398438,-1.304199219
35,1.53471E+12,-3.680664063,-2.534179688,-1.110351563
36,1.53471E+12,-3.354980469,-2.269042969,-0.450195313
37,1.53471E+12,-2.949707031,-1.972167969,-0.145019531
38,1.53471E+12,-2.732421875,-1.716308594,-0.3203125
39,1.53471E+12,-2.574707031,-1.471679688,-0.501953125
40,1.53471E+12,-2.399414063,-1.380371094,-0.435546875
41,1.53471E+12,-2.033691406,-1.336425781,-0.294433594
42,1.53471E+12,-1.653320313,-1.385742188,-0.247558594
43,1.53471E+12,-1.730957031,-1.545410156,-0.229492188
44,1.53471E+12,-1.971191406,-1.682128906,-0.067871094
45,1.53471E+12,-1.863769531,-1.4453125,0.399414063
46,1.53471E+12,-1.876464844,-1.337402344,0.853027344
47,1.53471E+12,-2.396972656,-1.714355469,1.750976563
1,1.53471E+12,-2.769042969,-2.503417969,3.034179688
2,1.53471E+12,-2.903808594,-3.90625,3.8671875
3,1.53471E+12,-3.940429688,-5.014160156,5.099121094
4,1.53471E+12,-3.880371094,-4.241210938,5.967285156
5,1.53471E+12,-2.03515625,-3.677734375,4.743652344
6,1.53471E+12,-2.6953125,-2.671875,2.644042969
7,1.53471E+12,-3.857421875,-1.701660156,1.4921875
8,1.53471E+12,-3.155761719,-1.149902344,1.0546875
9,1.53471E+12,-2.435058594,-1.172851563,0.68359375
10,1.53471E+12,-2.111328125,-1.383300781,0.291015625
11,1.53471E+12,-2.1796875,-1.660644531,-0.104003906
12,1.53471E+12,-2.340820313,-1.877441406,-0.318359375
13,1.53471E+12,-2.544433594,-1.901855469,-0.334472656
14,1.53471E+12,-2.775878906,-2.03515625,-0.351074219
15,1.53471E+12,-2.859863281,-2.1796875,-0.416503906
16,1.53471E+12,-2.889648438,-2.311035156,-0.440917969
17,1.53471E+12,-2.955078125,-2.309570313,-0.456542969
18,1.53471E+12,-3.043945313,-2.200683594,-0.473144531
19,1.53471E+12,-2.853515625,-2.199707031,-0.240234375
20,1.53471E+12,-2.201660156,-2.328125,-0.061035156
21,1.53471E+12,-1.356933594,-2.48828125,-0.55078125
22,1.53471E+12,0.412597656,-2.402832031,-1.416015625
23,1.53471E+12,2.276367188,-2.235351563,-2.612792969
24,1.53471E+12,2.83203125,-2.206542969,-3.1953125
25,1.53471E+12,4.388183594,-2.853515625,-4.463867188
26,1.53471E+12,5.250976563,-2.781738281,-5.279785156
27,1.53471E+12,4.495605469,-2.372070313,-4.399414063
28,1.53471E+12,2.30859375,-2.308105469,-2.336914063
29,1.53471E+12,0.290039063,-2.600585938,-0.758300781
30,1.53471E+12,-1.375976563,-2.934570313,-0.580078125
31,1.53471E+12,-3.725585938,-2.877441406,-0.87109375
32,1.53471E+12,-3.970703125,-3.015136719,-0.415039063
33,1.53471E+12,-3.521484375,-2.708007813,0.136230469
34,1.53471E+12,-3.432617188,-2.197265625,0.032714844
35,1.53471E+12,-3.223632813,-1.765625,-0.274902344
36,1.53471E+12,-2.855957031,-1.604980469,-0.291992188
37,1.53471E+12,-2.373535156,-1.655273438,-0.141113281
38,1.53471E+12,-2.016113281,-1.750488281,-0.041992188
39,1.53471E+12,-1.944335938,-1.857910156,-0.034667969
40,1.53471E+12,-2.032714844,-1.756347656,0.166992188
41,1.53471E+12,-1.84375,-1.537597656,0.637207031
42,1.53471E+12,-2.073242188,-1.454589844,1.406738281
43,1.53471E+12,-2.407226563,-1.744140625,2.825195313
44,1.53471E+12,-4.216796875,-2.549804688,3.09765625
1,1.53471E+12,-5.966796875,-3.347167969,3.76171875
2,1.53471E+12,-6.297851563,-3.1015625,4.821777344
3,1.53471E+12,-6.23828125,-3.000488281,3.474609375
4,1.53471E+12,-5.30859375,-2.978515625,1.9765625
5,1.53471E+12,-4.317382813,-2.604492188,1.317871094
6,1.53471E+12,-3.495605469,-1.849121094,0.753417969
7,1.53471E+12,-3.180664063,-1.611328125,0.307128906
8,1.53471E+12,-2.965332031,-1.723632813,-0.097167969
9,1.53471E+12,-2.701660156,-1.941894531,-0.49609375
10,1.53471E+12,-2.417480469,-2.0234375,-0.677734375
11,1.53471E+12,-2.356933594,-2.149414063,-0.723632813
12,1.53471E+12,-2.441894531,-2.24609375,-0.818847656
13,1.53471E+12,-2.5859375,-2.30078125,-0.885742188
14,1.53471E+12,-2.559082031,-2.356445313,-0.823242188
15,1.53471E+12,-2.553710938,-2.352539063,-0.749023438
16,1.53471E+12,-2.562011719,-2.3125,-0.699707031
17,1.53471E+12,-2.614257813,-2.344726563,-0.666992188
18,1.53471E+12,-2.580566406,-2.463378906,-0.619140625
19,1.53471E+12,-2.324707031,-2.536132813,-0.623535156
20,1.53471E+12,-1.511230469,-2.744140625,-0.902832031
21,1.53471E+12,0.303710938,-2.849121094,-1.3125
22,1.53471E+12,2.940429688,-2.986816406,-0.900390625
23,1.53471E+12,4.734863281,-3.062988281,-0.399902344
24,1.53471E+12,7.262207031,-3.411621094,-1.477050781
25,1.53471E+12,7.19140625,-3.33984375,-1.990722656
26,1.53471E+12,4.897949219,-2.832519531,-1.501953125
27,1.53471E+12,2.521972656,-2.489257813,-0.859863281
28,1.53471E+12,0.140136719,-2.6484375,-0.812011719
29,1.53471E+12,-1.651367188,-2.752441406,-0.899414063
30,1.53471E+12,-2.901855469,-2.63671875,-0.922363281
31,1.53471E+12,-3.356445313,-2.5234375,-1.216308594
32,1.53471E+12,-3.577148438,-2.35546875,-1.246582031
33,1.53471E+12,-3.2890625,-2.111328125,-0.946289063
34,1.53471E+12,-2.931152344,-2.001464844,-0.796875
35,1.53471E+12,-2.708496094,-1.932617188,-0.71484375
36,1.53471E+12,-2.475097656,-1.883300781,-0.538574219
37,1.53471E+12,-2.079101563,-1.865234375,-0.546875
38,1.53471E+12,-2.053222656,-2.041992188,-0.679199219
39,1.53471E+12,-2.052246094,-2.250488281,-0.25390625
40,1.53471E+12,-2.169921875,-1.965820313,0.701660156
41,1.53471E+12,-2.355957031,-1.48046875,1.242675781
42,1.53471E+12,-2.742675781,-1.369140625,2.066894531
1,1.53471E+12,-3.263671875,-1.78125,3.46484375
2,1.53471E+12,-3.794921875,-2.297851563,4.419921875
3,1.53471E+12,-4.047851563,-2.858886719,4.777832031
4,1.53471E+12,-3.594726563,-3.489746094,4.743652344
5,1.53471E+12,-3.136230469,-4.038085938,3.749511719
6,1.53471E+12,-2.993164063,-3.655273438,2.734375
7,1.53471E+12,-3.447753906,-2.819824219,1.690429688
8,1.53471E+12,-3.335449219,-1.954101563,1.170410156
9,1.53471E+12,-2.693359375,-1.570800781,0.998046875
10,1.53471E+12,-2.233398438,-1.493164063,0.694824219
11,1.53471E+12,-1.903808594,-1.565917969,0.333007813
12,1.53471E+12,-1.668945313,-1.618652344,0.001953125
13,1.53471E+12,-1.711425781,-1.620605469,-0.162597656
14,1.53471E+12,-1.929199219,-1.809570313,-0.144042969
15,1.53471E+12,-2.065917969,-2.056152344,-0.173828125
16,1.53471E+12,-2.113769531,-2.102539063,-0.269042969
17,1.53471E+12,-2.111816406,-2.080078125,-0.38671875
18,1.53471E+12,-1.969238281,-2.034667969,-0.495605469
19,1.53471E+12,-1.812988281,-1.936035156,-0.512207031
20,1.53471E+12,-1.764648438,-1.848144531,-0.468261719
21,1.53471E+12,-1.657226563,-1.785644531,-0.423339844
22,1.53471E+12,-1.461914063,-1.754394531,-0.429199219
23,1.53471E+12,-1.272949219,-1.904296875,-0.603027344
24,1.53471E+12,-0.204589844,-1.957519531,-1.125488281
25,1.53471E+12,2.057617188,-1.841308594,-1.941894531
26,1.53471E+12,3.416015625,-1.419921875,-2.217773438
27,1.53471E+12,5.205078125,-1.67578125,-2.597167969
28,1.53471E+12,6.775390625,-2.239257813,-3.484375
29,1.53471E+12,5.133300781,-2.148925781,-3.444824219
30,1.53471E+12,3.258789063,-2.256347656,-2.001953125
31,1.53471E+12,0.728515625,-2.709472656,-0.567871094
32,1.53471E+12,-1.475097656,-3.098144531,-0.836425781
33,1.53471E+12,-3.078125,-2.895507813,-0.6484375
34,1.53471E+12,-3.481933594,-2.576660156,-0.356933594
35,1.53471E+12,-3.477050781,-2.20703125,-0.168945313
36,1.53471E+12,-3.397460938,-1.885253906,-0.31640625
37,1.53471E+12,-3.094726563,-1.489257813,-0.540039063
38,1.53471E+12,-2.712402344,-1.303710938,-0.476074219
39,1.53471E+12,-2.389160156,-1.276855469,-0.287109375
40,1.53471E+12,-1.964355469,-1.303710938,-0.21875
41,1.53471E+12,-1.584472656,-1.400878906,-0.28515625
42,1.53471E+12,-1.621582031,-1.699707031,-0.348632813
43,1.53471E+12,-1.912109375,-1.8828125,0.32421875
44,1.53471E+12,-1.977050781,-1.979980469,1.55078125
45,1.53471E+12,-2.235839844,-1.955078125,2.080566406
1,1.53471E+12,-3.442382813,-1.888183594,2.782714844
2,1.53471E+12,-4.415039063,-1.890625,4.854492188
3,1.53471E+12,-4.581542969,-2.145507813,6.276367188
4,1.53471E+12,-3.573730469,-3.187988281,5.005859375
5,1.53471E+12,-3.476074219,-3.898925781,3.335449219
6,1.53471E+12,-4.270996094,-3.295410156,2.1875
7,1.53471E+12,-4.501953125,-2.215820313,1.164550781
8,1.53471E+12,-3.428710938,-1.610839844,0.995605469
9,1.53471E+12,-2.4609375,-1.499511719,0.7265625
10,1.53471E+12,-2.202148438,-1.593261719,0.266113281
11,1.53471E+12,-2.026367188,-1.730957031,-0.048828125
12,1.53471E+12,-1.923828125,-1.776855469,-0.297851563
13,1.53471E+12,-1.982910156,-1.733398438,-0.458984375
14,1.53471E+12,-2.065429688,-1.8203125,-0.340332031
15,1.53471E+12,-2.004394531,-2.037109375,-0.254394531
16,1.53471E+12,-2.017089844,-2.114257813,-0.322753906
17,1.53471E+12,-2.178710938,-2.096679688,-0.382324219
18,1.53471E+12,-2.183105469,-2.033691406,-0.309570313
19,1.53471E+12,-1.9609375,-2.045898438,-0.173339844
20,1.53471E+12,-1.859375,-1.984375,-0.118164063
21,1.53471E+12,-1.703613281,-1.984375,-0.233886719
22,1.53471E+12,-0.999023438,-2.040039063,-0.665039063
23,1.53471E+12,0.558105469,-2.070800781,-1.284667969
24,1.53471E+12,1.627929688,-1.755371094,-1.363769531
25,1.53471E+12,3.044433594,-2.155273438,-1.57421875
26,1.53471E+12,4.625,-1.948730469,-3.100097656
27,1.53471E+12,5.352050781,-1.715820313,-3.975585938
28,1.53471E+12,4.966796875,-1.551757813,-3.386230469
29,1.53471E+12,3.482910156,-1.73828125,-2.051757813
30,1.53471E+12,1.223144531,-1.903320313,-0.958007813
31,1.53471E+12,-0.723144531,-1.856445313,-0.507324219
32,1.53471E+12,-1.568359375,-2.454101563,-0.725585938
33,1.53471E+12,-2.586425781,-2.591308594,-0.849121094
34,1.53471E+12,-2.965820313,-2.684082031,-0.533203125
35,1.53471E+12,-3.157714844,-2.379394531,-0.24609375
36,1.53471E+12,-2.865234375,-2.022949219,-0.185058594
37,1.53471E+12,-2.5390625,-1.759765625,-0.188964844
38,1.53471E+12,-2.215332031,-1.512695313,-0.20703125
39,1.53471E+12,-2.137207031,-1.464355469,-0.216308594
40,1.53471E+12,-1.979003906,-1.457519531,-0.206542969
41,1.53471E+12,-1.717773438,-1.46484375,-0.226074219
42,1.53471E+12,-1.465332031,-1.6171875,-0.1875
43,1.53471E+12,-1.345703125,-1.763183594,0.045410156
1,1.53471E+12,-1.367675781,-1.587402344,0.528320313
2,1.53471E+12,-1.849609375,-1.733398438,1.530273438
3,1.53471E+12,-3.006835938,-2.946289063,3.119628906
4,1.53471E+12,-3.416992188,-3.83984375,4.139160156
5,1.53471E+12,-4.403808594,-4.481445313,5.116210938
6,1.53471E+12,-4.603027344,-3.584472656,5.491699219
7,1.53471E+12,-3.936523438,-3.040039063,4.407714844
8,1.53471E+12,-3.16796875,-2.927734375,3.025390625
9,1.53471E+12,-2.933105469,-2.123046875,2.088378906
10,1.53471E+12,-3.048828125,-1.680175781,1.158691406
11,1.53471E+12,-2.873046875,-1.558105469,0.534667969
12,1.53471E+12,-2.446289063,-1.657714844,0.271484375
13,1.53471E+12,-2.123535156,-1.891601563,-0.086425781
14,1.53471E+12,-1.931152344,-1.999023438,-0.4296875
15,1.53471E+12,-1.93359375,-2.002929688,-0.521972656
16,1.53471E+12,-2.028808594,-2.061523438,-0.467285156
17,1.53471E+12,-2.205566406,-2.120117188,-0.468261719
18,1.53471E+12,-2.377929688,-2.177246094,-0.577148438
19,1.53471E+12,-2.363769531,-2.143066406,-0.623535156
20,1.53471E+12,-2.26171875,-1.994140625,-0.563964844
21,1.53471E+12,-2.163574219,-1.825195313,-0.425292969
22,1.53471E+12,-1.967773438,-1.833496094,-0.296386719
23,1.53471E+12,-1.338867188,-1.992675781,-0.520996094
24,1.53471E+12,-1.090332031,-1.991210938,-0.889648438
25,1.53471E+12,0.110839844,-1.96875,-1.059570313
26,1.53471E+12,2.275878906,-1.457519531,-1.434082031
27,1.53471E+12,4.118164063,-0.893066406,-2.251953125
28,1.53471E+12,5.557128906,-1.012207031,-3.150390625
29,1.53471E+12,5.813964844,-1.2734375,-3.333007813
30,1.53471E+12,4.606445313,-1.470214844,-2.636230469
31,1.53471E+12,2.532226563,-1.826660156,-1.6171875
32,1.53471E+12,0.669433594,-2.272460938,-0.92578125
33,1.53471E+12,-0.977050781,-2.677246094,-0.772460938
34,1.53471E+12,-2.482421875,-2.724609375,-0.576171875
35,1.53471E+12,-2.931640625,-2.379882813,-0.497558594
36,1.53471E+12,-3.08984375,-2.015625,-0.386230469
37,1.53471E+12,-3.097167969,-1.843261719,-0.34765625
38,1.53471E+12,-2.84375,-1.631347656,-0.3671875
39,1.53471E+12,-2.459960938,-1.449707031,-0.362792969
40,1.53471E+12,-2.167480469,-1.450683594,-0.329589844
41,1.53471E+12,-1.982910156,-1.538085938,-0.248535156
42,1.53471E+12,-2.000488281,-1.645019531,-0.130371094
1,1.53471E+12,-1.873046875,-1.518066406,0.116699219
2,1.53471E+12,-1.76171875,-1.314453125,0.636230469
3,1.53471E+12,-2.091796875,-1.283691406,1.628417969
4,1.53471E+12,-2.010742188,-1.251953125,2.790039063
5,1.53471E+12,-1.580566406,-1.618652344,3.21484375
6,1.53471E+12,-1.924804688,-2.692871094,3.952148438
7,1.53471E+12,-2.774414063,-3.567871094,4.994140625
8,1.53471E+12,-2.971191406,-4.060058594,5.389648438
9,1.53471E+12,-2.483398438,-4.174316406,4.513183594
10,1.53471E+12,-2.651367188,-3.893066406,2.856933594
11,1.53471E+12,-3.135742188,-2.978027344,1.999511719
12,1.53471E+12,-2.879882813,-2.044921875,1.698730469
13,1.53471E+12,-2.424316406,-1.653320313,1.311523438
14,1.53471E+12,-2.123046875,-1.417480469,0.832519531
15,1.53471E+12,-1.893066406,-1.340820313,0.374511719
16,1.53471E+12,-1.730957031,-1.370117188,-0.061035156
17,1.53471E+12,-1.747558594,-1.425292969,-0.298828125
18,1.53471E+12,-1.854980469,-1.515625,-0.277832031
19,1.53471E+12,-2.029296875,-1.705078125,-0.182617188
20,1.53471E+12,-2.149414063,-1.891113281,-0.157226563
21,1.53471E+12,-2.143554688,-1.973144531,-0.330078125
22,1.53471E+12,-2.096191406,-1.862304688,-0.480957031
23,1.53471E+12,-2.082519531,-1.774902344,-0.408691406
24,1.53471E+12,-2.02734375,-1.763183594,-0.286132813
25,1.53471E+12,-1.872558594,-1.781738281,-0.308105469
26,1.53471E+12,-1.755371094,-1.749023438,-0.58984375
27,1.53471E+12,-1.393066406,-1.762695313,-0.770019531
28,1.53471E+12,0.017578125,-1.845214844,-0.610839844
29,1.53471E+12,1.338867188,-1.929199219,-0.749511719
30,1.53471E+12,3.302734375,-2.305664063,-2.123535156
31,1.53471E+12,5.688964844,-1.958984375,-3.446777344
32,1.53471E+12,6.4609375,-1.671386719,-3.489257813
33,1.53471E+12,5.473632813,-1.505371094,-2.908203125
34,1.53471E+12,3.637695313,-1.533691406,-2.149902344
35,1.53471E+12,1.632324219,-1.969726563,-1.413085938
36,1.53471E+12,-0.281738281,-2.419921875,-1.102539063
37,1.53471E+12,-2.30859375,-2.743652344,-1.20703125
38,1.53471E+12,-3.105957031,-2.649902344,-1.068359375
39,1.53471E+12,-3.115722656,-2.582519531,-0.58984375
40,1.53471E+12,-3.041992188,-2.491699219,-0.337402344
41,1.53471E+12,-3.033691406,-2.167480469,-0.625976563
42,1.53471E+12,-3.06640625,-1.910644531,-0.788574219
43,1.53471E+12,-2.866210938,-1.7890625,-0.586914063
44,1.53471E+12,-2.452636719,-1.723144531,-0.321289063
45,1.53471E+12,-2.126464844,-1.669921875,-0.181152344
46,1.53471E+12,-1.909179688,-1.649902344,-0.134277344
47,1.53471E+12,-1.80078125,-1.6640625,0.130371094
48,1.53471E+12,-2.111816406,-1.395507813,0.786621094
49,1.53471E+12,-2.203125,-0.87890625,1.567382813
50,1.53471E+12,-2.2421875,-0.927734375,2.101074219
51,1.53471E+12,-3.045410156,-1.949707031,3.119628906
1,1.53471E+12,-3.681152344,-2.858886719,4.360839844
2,1.53471E+12,-3.907226563,-3.457519531,4.989746094
3,1.53471E+12,-3.778320313,-3.708007813,5.027832031
4,1.53471E+12,-3.41796875,-3.240722656,3.342773438
5,1.53471E+12,-4.194824219,-3.084472656,1.774902344
6,1.53471E+12,-3.928222656,-2.648925781,1.156738281
7,1.53471E+12,-3.309082031,-1.984863281,0.740722656
8,1.53471E+12,-2.718261719,-1.639648438,0.55078125
9,1.53471E+12,-2.270507813,-1.602539063,0.264160156
10,1.53471E+12,-1.932617188,-1.649902344,-0.138183594
11,1.53471E+12,-1.798339844,-1.579589844,-0.402832031
12,1.53471E+12,-1.671875,-1.538574219,-0.475097656
13,1.53471E+12,-1.703613281,-1.5703125,-0.432617188
14,1.53471E+12,-1.7890625,-1.671875,-0.396972656
15,1.53471E+12,-1.953613281,-1.709472656,-0.423828125
16,1.53471E+12,-2.076660156,-1.713867188,-0.552246094
17,1.53471E+12,-2.170898438,-1.631347656,-0.679199219
18,1.53471E+12,-2.19140625,-1.541015625,-0.644042969
19,1.53471E+12,-2.055175781,-1.571289063,-0.500976563
20,1.53471E+12,-1.982421875,-1.640625,-0.4609375
21,1.53471E+12,-1.596679688,-1.872558594,-0.592773438
22,1.53471E+12,-0.688476563,-2.037109375,-0.822265625
23,1.53471E+12,1.155273438,-2.034667969,-1.075195313
24,1.53471E+12,2.908203125,-1.771972656,-1.589355469
25,1.53471E+12,4.349609375,-1.717285156,-2.101074219
26,1.53471E+12,6.060546875,-1.818359375,-2.671386719
27,1.53471E+12,5.517578125,-1.750976563,-2.94921875
28,1.53471E+12,3.9921875,-1.671875,-2.313476563
29,1.53471E+12,2.185546875,-1.913574219,-1.168945313
30,1.53471E+12,0.477050781,-2.259277344,-0.709960938
31,1.53471E+12,-1.071289063,-2.390136719,-0.821777344
32,1.53471E+12,-2.601074219,-2.497558594,-0.794921875
33,1.53471E+12,-3.0078125,-2.437988281,-0.616699219
34,1.53471E+12,-3.031738281,-2.231933594,-0.415527344
35,1.53471E+12,-2.81640625,-1.94921875,-0.511230469
36,1.53471E+12,-2.819824219,-1.747558594,-0.74609375
37,1.53471E+12,-2.73828125,-1.611328125,-0.642578125
38,1.53471E+12,-2.514648438,-1.50390625,-0.431152344
39,1.53471E+12,-2.116210938,-1.461914063,-0.345703125
40,1.53471E+12,-1.751953125,-1.475585938,-0.432128906
41,1.53471E+12,-1.775878906,-1.595703125,-0.405761719
42,1.53471E+12,-1.951171875,-1.784179688,0.083496094
1,1.53471E+12,-1.908203125,-1.668457031,0.702636719
2,1.53471E+12,-2.079589844,-1.405273438,1.355957031
3,1.53471E+12,-2.980957031,-1.857421875,2.290527344
4,1.53471E+12,-4.08203125,-3.001953125,3.380371094
5,1.53471E+12,-4.934082031,-3.688476563,4.547363281
6,1.53471E+12,-4.450683594,-3.55078125,5.259765625
7,1.53471E+12,-3.498046875,-3.434082031,4.60546875
8,1.53471E+12,-3.318847656,-3.223632813,3.033691406
9,1.53471E+12,-3.529296875,-2.503417969,1.831054688
10,1.53471E+12,-3.227539063,-1.946777344,1.135742188
11,1.53471E+12,-2.726074219,-1.634765625,0.707519531
12,1.53471E+12,-2.158691406,-1.52734375,0.415039063
