,epoch,x,y,z
8,1.53471E+12,-1.049316406,-4.138183594,5.414550781
9,1.53471E+12,-0.567382813,-4.056152344,5.2890625
10,1.53471E+12,-1.909667969,-4.545410156,3.038085938
11,1.53471E+12,-2.303710938,-5.57421875,2.59375
12,1.53471E+12,-2.526367188,-4.703125,1.738769531
13,1.53471E+12,-2.762207031,-3.561523438,1.400878906
14,1.53471E+12,-2.429199219,-2.652832031,1.304199219
15,1.53471E+12,-2.081542969,-2.255859375,0.682128906
16,1.53471E+12,-2.064453125,-2.115722656,0.09375
17,1.53471E+12,-2.008789063,-2.024902344,-0.202636719
18,1.53471E+12,-1.950195313,-1.973632813,-0.271484375
19,1.53471E+12,-1.781738281,-1.9921875,-0.225585938
20,1.53471E+12,-1.741699219,-2.076660156,-0.237304688
21,1.53471E+12,-1.87890625,-2.111816406,-0.383789063
22,1.53471E+12,-2.020507813,-2.048828125,-0.495605469
23,1.53471E+12,-2.043945313,-2.068359375,-0.443847656
24,1.53471E+12,-2.082519531,-2.110351563,-0.321289063
25,1.53471E+12,-2.040039063,-2.15234375,-0.273925781
26,1.53471E+12,-1.853515625,-2.159667969,-0.382324219
27,1.53471E+12,-1.542480469,-2.075195313,-0.420410156
28,1.53471E+12,-0.966796875,-2.083984375,-0.4609375
29,1.53471E+12,0.131835938,-2.184570313,-0.625488281
30,1.53471E+12,1.267578125,-1.932617188,-0.651367188
31,1.53471E+12,2.4921875,-2.251953125,-0.71875
32,1.53471E+12,4.173339844,-2.189941406,-2.12890625
33,1.53471E+12,5.912597656,-1.979492188,-3.192871094
34,1.53471E+12,6.160644531,-1.661132813,-2.640625
35,1.53471E+12,4.330566406,-1.145507813,-2.092773438
36,1.53471E+12,2.192871094,-1.287109375,-1.526855469
37,1.53471E+12,0.195800781,-1.600585938,-1.001464844
38,1.53471E+12,-0.97265625,-1.922851563,-0.854492188
39,1.53471E+12,-1.866699219,-2.364746094,-0.455566406
40,1.53471E+12,-2.607421875,-2.709960938,-0.24609375
41,1.53471E+12,-3.102539063,-2.536132813,-0.371582031
42,1.53471E+12,-3.077636719,-2.154785156,-0.396484375
43,1.53471E+12,-2.729492188,-1.992675781,-0.246582031
44,1.53471E+12,-2.575683594,-1.87109375,-0.085449219
45,1.53471E+12,-2.399414063,-1.742675781,0.075195313
46,1.53471E+12,-2.087890625,-1.591796875,0.170898438
47,1.53471E+12,-1.864257813,-1.495605469,0.127441406
1,1.53471E+12,-1.559570313,-1.466796875,-0.01953125
2,1.53471E+12,-1.29296875,-1.420898438,0.006347656
3,1.53471E+12,-1.407714844,-1.29296875,0.6953125
4,1.53471E+12,-1.565917969,-1.1796875,2.057617188
5,1.53471E+12,-1.192871094,-1.211425781,3.344726563
6,1.53471E+12,-0.432617188,-2.200195313,3.277832031
7,1.53471E+12,-0.596191406,-4.567382813,3.472167969
8,1.53471E+12,-1.566894531,-5.432617188,4.361816406
9,1.53471E+12,-2.343261719,-4.521972656,4.959472656
10,1.53471E+12,-2.380371094,-4.229980469,4.037597656
11,1.53471E+12,-2.220703125,-4.381347656,2.764160156
12,1.53471E+12,-2.08203125,-3.571777344,2.278808594
13,1.53471E+12,-1.982421875,-2.575195313,1.812988281
14,1.53471E+12,-2.080566406,-2.08984375,1.272949219
15,1.53471E+12,-2.079589844,-1.828613281,0.848632813
16,1.53471E+12,-1.877441406,-1.8046875,0.474609375
17,1.53471E+12,-1.743652344,-1.889160156,0.1796875
18,1.53471E+12,-1.733398438,-1.958984375,-0.012695313
19,1.53471E+12,-1.855957031,-2.106445313,-0.180664063
20,1.53471E+12,-1.893554688,-2.1484375,-0.228027344
21,1.53471E+12,-1.816894531,-2.091308594,-0.212890625
22,1.53471E+12,-1.719726563,-1.959960938,-0.275878906
23,1.53471E+12,-1.789550781,-1.796875,-0.358398438
24,1.53471E+12,-1.854980469,-1.701660156,-0.274414063
25,1.53471E+12,-1.74609375,-1.666503906,-0.115234375
26,1.53471E+12,-1.604980469,-1.791015625,-0.089355469
27,1.53471E+12,-1.633789063,-1.987792969,-0.176757813
28,1.53471E+12,-1.420410156,-2.060546875,-0.330078125
29,1.53471E+12,-0.478027344,-2.046875,-0.81640625
30,1.53471E+12,0.747558594,-1.686523438,-1.755371094
31,1.53471E+12,1.799804688,-1.255859375,-2.084472656
32,1.53471E+12,3.239257813,-0.919921875,-3.284667969
33,1.53471E+12,4.888671875,-0.661132813,-4.826660156
34,1.53471E+12,5.230957031,-0.379882813,-4.997070313
35,1.53471E+12,4.206054688,-0.577636719,-3.947265625
36,1.53471E+12,2.276855469,-1.1484375,-2.273925781
37,1.53471E+12,0.517089844,-1.89453125,-1.024902344
38,1.53471E+12,-1.060058594,-2.390625,-0.588867188
39,1.53471E+12,-2.399414063,-2.608398438,-0.717773438
40,1.53471E+12,-2.564453125,-2.625976563,-0.408203125
41,1.53471E+12,-2.621582031,-2.312988281,-0.120605469
42,1.53471E+12,-2.935546875,-2.111816406,-0.078613281
43,1.53471E+12,-2.762695313,-1.907714844,-0.098144531
44,1.53471E+12,-2.591796875,-1.721191406,-0.129882813
45,1.53471E+12,-2.499023438,-1.637207031,0.006347656
46,1.53471E+12,-2.248046875,-1.607910156,0.187988281
1,1.53471E+12,-2.115234375,-1.538085938,0.229003906
2,1.53471E+12,-1.798828125,-1.609863281,0.178710938
3,1.53471E+12,-1.588378906,-1.668945313,0.340332031
4,1.53471E+12,-1.623046875,-1.741210938,1.147949219
5,1.53471E+12,-1.161621094,-1.420410156,2.041503906
6,1.53471E+12,-0.993652344,-1.456054688,2.794921875
7,1.53471E+12,-1.701171875,-2.626953125,3.819824219
8,1.53471E+12,-2.032226563,-3.527832031,4.825195313
9,1.53471E+12,-2.448730469,-3.981445313,5.464355469
10,1.53471E+12,-2.59765625,-4.228515625,5.340332031
11,1.53471E+12,-2.482421875,-4.426757813,3.877929688
12,1.53471E+12,-3.169921875,-3.674804688,2.622558594
13,1.53471E+12,-3.342285156,-2.352539063,2.008300781
14,1.53471E+12,-2.560058594,-1.730957031,1.682617188
15,1.53471E+12,-2.09765625,-1.509765625,1.143066406
16,1.53471E+12,-1.819824219,-1.508789063,0.71875
17,1.53471E+12,-1.747070313,-1.604492188,0.380859375
18,1.53471E+12,-1.782226563,-1.628417969,0.113769531
19,1.53471E+12,-1.848632813,-1.675292969,-0.046386719
20,1.53471E+12,-1.923828125,-1.803710938,-0.006347656
21,1.53471E+12,-2.043945313,-1.992675781,0.021972656
22,1.53471E+12,-2.241210938,-2.063964844,-0.095703125
23,1.53471E+12,-2.466308594,-2.10546875,-0.235839844
24,1.53471E+12,-2.437988281,-2.122558594,-0.229003906
25,1.53471E+12,-2.390136719,-2.073730469,-0.055175781
26,1.53471E+12,-2.536621094,-2.104003906,0.042480469
27,1.53471E+12,-2.422363281,-2.276367188,-0.025390625
28,1.53471E+12,-1.696777344,-2.418945313,-0.20703125
29,1.53471E+12,-0.145507813,-2.369628906,-0.947265625
30,1.53471E+12,1.951171875,-2.342773438,-1.914550781
31,1.53471E+12,3.311523438,-2.221191406,-3.165039063
32,1.53471E+12,4.653320313,-2.204589844,-4.943847656
33,1.53471E+12,4.877929688,-2.081542969,-5.127929688
34,1.53471E+12,4.128417969,-1.948242188,-4.363769531
35,1.53471E+12,2.521972656,-1.9609375,-2.594726563
36,1.53471E+12,0.724121094,-2.154785156,-0.877929688
37,1.53471E+12,-0.579101563,-2.399902344,-0.256835938
38,1.53471E+12,-2.181640625,-2.435058594,-0.065917969
39,1.53471E+12,-2.907714844,-2.430175781,-0.051269531
40,1.53471E+12,-3.151367188,-2.596679688,0.309082031
41,1.53471E+12,-3.066894531,-2.314941406,0.508300781
42,1.53471E+12,-2.957519531,-1.897949219,0.209960938
43,1.53471E+12,-2.660644531,-1.630371094,0.084472656
44,1.53471E+12,-2.212402344,-1.483398438,0.108398438
45,1.53471E+12,-1.824707031,-1.46484375,0.005371094
46,1.53471E+12,-1.672851563,-1.566894531,-0.03515625
47,1.53471E+12,-1.794921875,-1.756347656,0.065917969
48,1.53471E+12,-1.831542969,-1.87890625,0.282714844
49,1.53471E+12,-1.448730469,-1.712890625,0.603515625
50,1.53471E+12,-1.323242188,-1.64453125,1.121582031
51,1.53471E+12,-1.462890625,-1.875,1.662109375
1,1.53471E+12,-2.042480469,-2.427734375,2.687988281
2,1.53471E+12,-3.007324219,-2.74609375,4.393066406
3,1.53471E+12,-3.896484375,-2.407226563,6.361816406
4,1.53471E+12,-3.950195313,-3.345214844,5.941894531
5,1.53471E+12,-2.856933594,-4.009765625,2.91015625
6,1.53471E+12,-4.055664063,-2.900878906,2.380371094
7,1.53471E+12,-4.4140625,-2.336914063,1.733886719
8,1.53471E+12,-3.463867188,-1.881835938,1.288085938
9,1.53471E+12,-2.771484375,-1.729003906,1.103027344
10,1.53471E+12,-2.145019531,-1.80859375,0.647949219
11,1.53471E+12,-2.015625,-1.770507813,0.181640625
12,1.53471E+12,-1.942871094,-1.870605469,-0.002441406
13,1.53471E+12,-1.770019531,-1.903320313,-0.040039063
14,1.53471E+12,-1.724121094,-1.929199219,0.000976563
15,1.53471E+12,-1.907714844,-2.062988281,0.021484375
16,1.53471E+12,-2.188964844,-2.0703125,-0.064941406
17,1.53471E+12,-2.172851563,-2.09375,-0.010742188
18,1.53471E+12,-2.234375,-2.069335938,0.101074219
19,1.53471E+12,-2.332519531,-1.999023438,0.177734375
20,1.53471E+12,-2.217285156,-1.895996094,0.087402344
21,1.53471E+12,-2.633789063,-1.713867188,-0.035644531
22,1.53471E+12,-2.234863281,-1.905761719,0.227539063
23,1.53471E+12,-1.085449219,-2.223632813,0.000976563
24,1.53471E+12,0.841796875,-2.433105469,-1.025390625
25,1.53471E+12,2.844726563,-2.532226563,-1.929199219
26,1.53471E+12,4.098144531,-2.875976563,-2.596679688
27,1.53471E+12,5.662109375,-3.220214844,-3.411621094
28,1.53471E+12,5.220703125,-3.030273438,-3.612792969
29,1.53471E+12,3.641601563,-2.697753906,-2.916503906
30,1.53471E+12,1.869140625,-2.348632813,-1.620605469
31,1.53471E+12,0.073730469,-2.274902344,-0.864746094
32,1.53471E+12,-1.36328125,-2.360351563,-0.509277344
33,1.53471E+12,-2.548339844,-2.248535156,-0.13671875
34,1.53471E+12,-3.005859375,-2.109863281,-0.237792969
35,1.53471E+12,-3.331054688,-2.108398438,-0.229003906
36,1.53471E+12,-3.142089844,-1.896484375,-0.049804688
37,1.53471E+12,-2.69921875,-1.684082031,-0.073242188
38,1.53471E+12,-2.342285156,-1.614746094,-0.162109375
39,1.53471E+12,-2.087402344,-1.596191406,-0.192871094
40,1.53471E+12,-1.973632813,-1.7109375,-0.22265625
41,1.53471E+12,-1.832519531,-1.799316406,-0.2421875
42,1.53471E+12,-1.629882813,-1.994628906,-0.288085938
43,1.53471E+12,-1.575683594,-2.1640625,-0.252441406
